author	author_id	title	lang	holdings	editions	type
Kim-Leng Goh	lccn-n89219093	Problems of the wald test in non-linear settings and some solutions	1	2	2	book
Kim-Leng Goh	lccn-n89219093	Some solutions to small-sample problems of Wald tests in econometrics	1	2	1	mix
Kim-Leng Goh	lccn-n89219093	Wald or null Wald test? : a decision guide for testing parameter significance	1	2	1	book
Kim-Leng Goh	lccn-n89219093	Trade bloc, regional or global factor? modified ICAPM for stock pricing in AFTA	1	2	2	book
Kim-Leng Goh	lccn-n89219093	Economic activity and monetary policy variables : a long-run analysis for the case of Malaysia	1	2	1	book
Kim-Leng Goh	lccn-n89219093	Linkages of economic activity, stock price and monetary policy : the case of Malaysia	1	2	2	art
Kim-Leng Goh	lccn-n89219093	An evaluation of fertility estimates for Sabah	1	2	1	book
Kim-Leng Goh	lccn-n89219093	Share of labour and capital in national income of Malaysia : estimates for 1960-2004	1	2	1	book
Kim-Leng Goh	lccn-n89219093	Biases in student evaluation of teaching : the case of faculty of economics & administration, University of Malaya	1	2	1	book
Kim-Leng Goh	lccn-n89219093	Foreign direct investment and economic growth : some time series evidence of the Malaysian experience	1	2	2	art
Kim-Leng Goh	lccn-n89219093	Exposure to the world and trading-bloc risks : a multiviariate capital asset pricing model	1	2	2	book
Kim-Leng Goh	lccn-n89219093	An evaluation of fertility estimates for Sarawak	1	2	1	book
Kim-Leng Goh	lccn-n89219093	Measuring the cost of equity of emerging market firms : the case of Malaysia	1	1	1	art
Kim-Leng Goh	nc-kim%20leng%20goh	Problems of the wald test in non-linear settings and some solutions	1	1	1	book
Clara Calero	viaf-4794155708720122580006	The next generation of scientists in Africa	1	2	1	book
Clara Calero	viaf-4794155708720122580006	Generación de conocimiento e innovación empresarial : 21 experiencias en la región de Madrid	1	1	2	book
Clara Calero	viaf-305798531	Links in science : linking network and bibliometric analyses in the study of research performance	1	2	2	book
Nicolás Robinson-García	np-robinson%20garcia,%20nicolas	Coverage, field specialisation and the impact of scientific publishers indexed in the Book Citation Index	1	1	1	file
Nicolás Robinson-García	np-robinson%20garcia,%20nicolas	Incorporating data sharing to the reward system of science	1	1	1	art
Nicolás Robinson-García	np-robinson%20garcia,%20nicolas	Classifying and visualizing the disciplinary focus of universities : the invisible factor of university rankings	1	1	1	book
Liney Manjarres-Henríquez	viaf-305428091	An analysis of the Spanish ceramic tile industry research contracts and patents	1	1	1	file
Anup Kumar Das	lccn-n2015183751	Essentials of botanical extraction : principles and applications	1	239	9	file
Anup Kumar Das	lccn-n2015183751	Digital passages: migrant youth 2.0 - diaspora, gender and youth cultural intersections	1	2	2	file
Anup Kumar Das	np-das,%20anup%20kumar	Reliable and energy efficient streaming multiprocessor systems	1	211	8	file
Anup Kumar Das	np-das,%20anup%20kumar	Introduction to open access	1	3	1	book
Anup Kumar Das	np-das,%20anup%20kumar	Research evaluation metrics	1	2	1	file
Anup Kumar Das	np-das,%20anup%20kumar	Integrated fish farming in Assam A case study in Jorhat district of Assam	1	1	1	file
Anup Kumar Das	np-das,%20anup%20kumar	Sharing your work in open access	1	1	1	file
Anup Kumar Das	np-das,%20anup%20kumar	Cell-free mitochondrial DNA copy number variation in head and neck squamous cell carcinoma: A study of non-invasive biomarker from Northeast India	1	1	1	file
Anup Kumar Das	lccn-n2008204631	Collaboration in international and comparative librarianship	1	87	5	file
Anup Kumar Das	lccn-n2008204631	Open access to knowledge and information : scholarly literature and digital library initiatives, the South Asian scenario	1	25	4	book
Pablo Dorta-González	np-dorta%20gonzalez,%20pablo	Manual básico de matemáticas empresariales	1	1	1	book
Pablo Dorta-González	np-dorta%20gonzalez,%20pablo	Evaluación de la trayectoria investigadora a través de la distribución de citas: una aplicación a los Nobel de economía	1	1	1	art
Pablo Dorta-González	np-dorta%20gonzalez,%20pablo	Álgebra lineal y programación lineal para la economía y la empresa	1	1	1	book
J. Carlos García-Zorita	np-garcia%20zorita,%20carlos	Analisis de la interdisciplinariedad de los investigadores puertorriquenos en ciencias quimicas durante el periodo 1992-1999	1	1	1	art
J. Carlos García-Zorita	np-garcia%20zorita,%20carlos	La actividad cientifica española en ciencias medicas en el periodo 1991-1999	1	1	1	file
J. Carlos García-Zorita	np-garcia%20zorita,%20carlos	Las disciplinas cientificas como encrucijada de saberes : el caso de los estudios de biblioteconomia y documentacion de las universidades Españolas	1	1	1	art
J. Carlos García-Zorita	np-garcia%20zorita,%20carlos	Creacion de un indice de citas de revistas españolas de humanidades para el estudio de la actividad investigadora de los cientificos de estas disciplinas	1	1	1	art
J. Carlos García-Zorita	np-garcia%20zorita,%20jose%20carlos	Información y documentación para las administraciones públicas	1	1	1	book
Jose Navarrete	viaf-86606968	Produccion cientifica del area de expresion grafica en la ingenieria en las universidades españolas : una aproximacion a la base de datos ISI	1	1	1	art
Jose Navarrete	viaf-86606968	La Producción científica de las universidades andaluzas (1991-1999) : un análisis bibliométrico	1	1	1	book
Jose Navarrete	viaf-86606968	Acordes	1	1	1	score
Jose Navarrete	viaf-86606968	Recursos informativos en la web : aplicacion de tecnicas bibliometricas para medir su uso	1	1	1	art
Jose Navarrete	viaf-86606968	Sistemas de recuperacion basados en modelos de percepcion visual tridimensional	1	1	1	book
Nick Tomaiuolo	lccn-n2003047034	The Web library : building a world class personal library with free Web resources	1	1845	21	file
Nick Tomaiuolo	lccn-n2003047034	UContent : the information professional's guide to user-generated content	2	1336	11	file
Nick Tomaiuolo	lccn-n2003047034	Internet mian fei zi yuan jian suo yu li yong zhi nan	1	3	1	book
Nick Tomaiuolo	lccn-n2003047034	Web Search Engines Key To Locating Information for All Users or Only the Cognoscenti?	1	2	1	book
Nick Tomaiuolo	lccn-n2003047034	Un analisis de discos compactos en el area de las ciencias de la salud para bibliotecas	1	2	2	art
Nick Tomaiuolo	lccn-n2003047034	UContent : the transformation professional's guide to user-generated content	1	1	1	book
Gohar Feroz Khan	lccn-n2017042912	Social media for government : a practical guide to understanding, implementing, and managing social media tools in the public sphere	2	252	15	file
Gohar Feroz Khan	lccn-n2017042912	Digital analytics for marketing	1	161	15	book
Gohar Feroz Khan	lccn-n2017042912	Seven layers of social media analytics : mining business insights from social media text, actions, networks, hyperlinks, apps, search engine, and location data	1	29	6	book
Gohar Feroz Khan	lccn-n2017042912	Creating value with social media analytics : managing, aligning, and mining social media text, networks, actions, location, apps, hyperlinks, multimedia, & search engines data	1	13	3	book
Gohar Feroz Khan	lccn-n2017042912	Digital analytics for marketing	1	1	1	book
Gohar Feroz Khan	viaf-1181155284784587061376	Social business adoption	1	1	1	file
Gohar Feroz Khan	viaf-1181155284784587061376	Social media communication strategies of government agencies Twitter use in Korea and the USA	1	1	1	art
Gohar Feroz Khan	viaf-1181155284784587061376	The Government 2.0 utilization model and implementation scenarios	1	1	1	file
Carlos Olmeda-Gomez	lccn-n97044664	La mujer en la bibliografía española, 1984-1988 : bibliografía anotada	1	52	6	book
Carlos Olmeda-Gomez	lccn-n97044664	Evaluación de sistemas integrados de automatización de bibliotecas : el caso español	1	49	8	file
Carlos Olmeda-Gomez	lccn-n97044664	Directorio español de software para centros de información	1	21	7	book
Carlos Olmeda-Gomez	lccn-n97044664	Redes de colaboración científica análisis y visualización de patrones de coautoría	1	12	4	book
Carlos Olmeda-Gomez	lccn-n97044664	ICCM : indicadores científicos de Madrid : (ISI, Web of Science, 1990-2003)	1	6	3	book
Carlos Olmeda-Gomez	lccn-n97044664	La investigación científica con visibilidad internacional de la Universidad del País Vasco (Scopus, 2003-2008)	1	4	1	book
Carlos Olmeda-Gomez	lccn-n97044664	Las mujer en la bibliografia española 1984-1988 : bibliografia anotada	1	2	1	book
Carlos Olmeda-Gomez	lccn-n97044664	Sensitive groove	1	2	1	rcrd
Carlos Olmeda-Gomez	lccn-n97044664	Evaluación de sistemas integrados de automatización de bibliotecas : el caso español	1	1	1	file
Carlos Olmeda-Gomez	lccn-n97044664	The other American	1	1	1	rcrd
Carlos Olmeda-Gomez	lccn-n97044664	Aspasia aid	1	1	1	rcrd
Carlos Olmeda-Gomez	np-olmeda%20gomez,%20carlos	Indicadores bibliométricos de la actividad científica de Cataluña : Scopus, 2003-2008	1	55	1	file
Carlos Olmeda-Gomez	np-olmeda%20gomez,%20carlos	Indicadores bibliométricos de la actividad científica de Cataluña (Scopus, 2003-2008)	1	4	3	book
Carlos Olmeda-Gomez	np-olmeda%20gomez,%20carlos	Quantifying the benefits of international scientific collaboration	1	1	1	art
Carlos Olmeda-Gomez	np-olmeda%20gomez,%20carlos	Indicadores científicos de Madrid : (ISI, Web of Science, 1990-2003)	1	1	1	book
Carlos Olmeda-Gomez	np-olmeda%20gomez,%20carlos	Orientarse en internet : hytelnet 6.4	1	1	1	art
Carlos Olmeda-Gomez	np-olmeda%20gomez,%20carlos	Análisis y visualización de redes de colaboración científica : grupos de investigación en la Universidad Carlos III (ISI, Web of Science, 1990-2004)	1	1	1	book
Carlos Olmeda-Gomez	np-olmeda%20gomez,%20carlos	Impacto internacional de la investigación y la colaboración cientifica de las universidades de Cataluña. 2000-2004	1	1	1	art
Carlos Olmeda-Gomez	np-olmeda%20gomez,%20carlos	Introducción al analisis de redes	1	1	1	art
Carlos Olmeda-Gomez	np-olmeda%20gaomez,%20carlos	Indicadores bibliométricos de la actividad científica de Cataluña. 2010	1	1	1	book
Carlos Olmeda-Gomez	np-olmeda%20gmez,%20carlos	Evaluacin̤ de sistemas integrados de automatizacin̤ de bibliotecas: el caso espaǫl	1	1	1	book
Carlos Olmeda-Gomez	np-carlos%20olmeda%20gomez	A Multi-Level Analysis of World Scientific Output in Pharmacology	1	1	1	book
Shigeaki Yamazaki	np-yamazaki,%20shigeaki	Ranking Japan's life science research	1	1	1	book
Shigeaki Yamazaki	np-yamazaki,%20shigeaki	Refereeing system of 29 life science journals preferred by Japanese scientists	1	1	1	book
Shigeaki Yamazaki	np-yamazaki,%20shigeaki	Chi no sasayaki : 21 seiki e no teigen	1	1	1	book
Antonio Perianes-Rodríguez	lccn-no2011027469	Indicadores bibliométricos de la actividad científica de Cataluña : Scopus, 2003-2008	1	55	1	file
Antonio Perianes-Rodríguez	lccn-no2011027469	Redes de colaboración científica análisis y visualización de patrones de coautoría	1	12	4	book
Antonio Perianes-Rodríguez	lccn-no2011027469	Sistemas de detección de tecnologías sanitarias nuevas y emergentes : el proyecto Síntesis - Nuevas Tecnologías	1	7	2	book
Antonio Perianes-Rodríguez	lccn-no2011027469	La investigación científica con visibilidad internacional de la Universidad del País Vasco (Scopus, 2003-2008)	1	5	2	book
Antonio Perianes-Rodríguez	lccn-no2011027469	Indicadores bibliométricos de la actividad científica de Cataluña (Scopus, 2003-2008)	1	2	2	book
Antonio Perianes-Rodríguez	lccn-no2011027469	Análisis y visualización de redes de colaboración científica : grupos de investigación en la Universidad Carlos III (ISI, Web of Science, 1990-2004)	1	1	1	book
Antonio Perianes-Rodríguez	lccn-no2011027469	An alternative to field-normalization in the aggregation of heterogeneous scientific fields	1	1	1	file
Antonio Perianes-Rodríguez	lccn-no2011027469	A comparison of the web of science with publication-level classification systems of science	1	1	1	file
Antonio Perianes-Rodríguez	lccn-no2011027469	On the quest for currencies of science	1	1	1	art
Antonio Perianes-Rodríguez	lccn-no2011027469	Multiplicative versus fractional counting methods for co-authored publications the case of the 500 universities in the Leiden Ranking	1	1	1	file
Antonio Perianes-Rodríguez	lccn-no2011027469	The impact of classification systems in the evaluation of the research performance of the Leiden Ranking Universities	1	1	1	file
Antonio Perianes-Rodríguez	lccn-no2011027469	Introducción al analisis de redes	1	1	1	art
Antonio Perianes-Rodríguez	lccn-no2011027469	Within and across department variability in individual productivity the case of economics	1	1	1	file
Antonio Perianes-Rodríguez	lccn-no2011027469	University citation distributions	1	1	1	file
Antonio Perianes-Rodríguez	lccn-no2011027469	Impacto internacional de la investigación y la colaboración cientifica de las universidades de Cataluña. 2000-2004	1	1	1	art
Antonio Perianes-Rodríguez	lccn-no2011027469	Differences in citation impact across countries	1	1	1	file
Antonio Perianes-Rodríguez	np-perianes%20rodraiguez,%20antonio	Indicadores bibliométricos de la actividad científica de Cataluña. 2010	1	1	1	book
Antonio Perianes-Rodríguez	np-antonio%20perianes%20rodriguez	A Multi-Level Analysis of World Scientific Output in Pharmacology	1	1	1	book
Aparna Basu	lccn-n82161109	The growth of education and political development in India, 1898-1920	1	288	12	book
Aparna Basu	lccn-n82161109	Mridula Sarabhai : rebel with a cause	1	227	10	book
Aparna Basu	lccn-n82161109	From independence towards freedom : Indian women since 1947	1	221	7	book
Aparna Basu	lccn-n82161109	Women's struggle : a history of the All India Women's Conference, 1927-1990	1	94	8	book
Aparna Basu	lccn-n82161109	Essays in the history of Indian education	1	86	6	book
Aparna Basu	lccn-n82161109	Imperialism, nationalism, and regionalism in Canadian and modern Indian history	1	74	5	book
Aparna Basu	lccn-n82161109	Women's struggle : a history of the All India Women's Conference, 1927-2002	1	65	1	book
Aparna Basu	lccn-n82161109	In so many words : women's life experiences from Western and Eastern India	1	63	5	book
Aparna Basu	lccn-n82161109	Breaking out of invisibility : women in Indian history	1	57	3	book
Aparna Basu	lccn-n82161109	G.L. Mehta, a many splendoured man	1	34	1	book
Aparna Basu	lccn-n82161109	Perspectives on women, Canada and India	1	33	3	book
Aparna Basu	lccn-n82161109	Abbas Tyabji	1	27	2	book
Aparna Basu	lccn-n82161109	Sir Lallubhai Samaldas : a portrait	1	18	1	book
Aparna Basu	lccn-n82161109	University of Delhi, 1922-1997 : platinum jubilee	1	15	2	book
Aparna Basu	lccn-n82161109	Down memory lane : the platinum year, 1922-1997	1	14	2	book
Aparna Basu	lccn-n82161109	How Gandhi changed people : Abbas and Raihana Tyabji	1	10	1	book
Aparna Basu	lccn-n82161109	The portrait of a perfect gentleman, Sri Lallubhai Samaldas : on the occasion of his 150th birth anniversary, 14th October 2013	1	9	1	book
Aparna Basu	lccn-n82161109	The Pathfinder	1	6	4	book
Aparna Basu	lccn-n82161109	Gandhi's vision : freedom and beyond	1	5	1	book
Aparna Basu	lccn-n82161109	Report of Asian and Pacific consultation of non governmental organisations on women in development : 14-16 April 1994, India International Centre	1	2	3	book
Edgar Schiebel	viaf-220435003	Alternative Antriebssysteme : Endbericht (Rev. 1) zum Projekt Nr. 2875 an das Bundesministerium für Wissenschaft und Forschung	1	8	3	book
Edgar Schiebel	viaf-220435003	Big Data im Kontext von Industrie 4.0 eine Technologievorausschau anhand IT-gestützter bibliometrischer Analyse und Szenariotechnik	1	7	4	book
Edgar Schiebel	viaf-220435003	Biobased economy - Bioenergie : eine Technologievorausschau anhand IT-gestützter bibliometrischer Analyse und Szenariotechnik	1	7	3	book
Edgar Schiebel	viaf-220435003	3D-Druck eine Technologievorausschau anhand IT-gestützter bibliometrischer Analyse und Szenariotechnik	1	6	3	book
Edgar Schiebel	viaf-220435003	Future Shopping eine Technologievorausschau anhand IT-gestützter bibliometrischer Analyse und Szenariotechnik	1	5	2	book
Edgar Schiebel	viaf-220435003	Biobased economy - Biomaterialien : eine Technologievorausschau anhand IT-gestützter bibliometrischer Analyse und Szenariotechnik	1	5	3	file
Edgar Schiebel	viaf-220435003	Das Regional-Portfolio - eine Methode zur technologieorientierten Analyse regionalewr Strukturen zur Ableitung von Strategien für eine positive Regionalentwicklung : Vortrag anlässlich des 29th Regional Science Association (RSA) European Congress, St. John's College, Cambridge, 29. August - 1. September 1989	1	5	5	book
Edgar Schiebel	viaf-220435003	Science and technology mapping : a new iteration model for representing multidimensional relationships : paper presented at the Fourth International Conference on science and technology indicators Antwerp, Belgium, October 5-7, 1995 to be published in the Journal of the American Society for information science	1	4	3	book
Edgar Schiebel	viaf-220435003	Innovationsimpulse für die Logistikschiene Donau executive summary	1	4	2	book
Edgar Schiebel	viaf-220435003	Anwendungen der Portfoliomethode zur strategischen Analyse der Technologie- und Wirtschaftsstruktur im Bereich der Regionalplanung	1	3	3	book
Edgar Schiebel	viaf-220435003	F & E-Ansiedlung in Österreich Beweggründe und Erfahrungen von F & E-Niederlassungen ausländischer Unternehmungen und industrierelevante Forschung and den Universitäten ; Kurzfassung einer Studie im Auftrag der ICD Austria Ges.mbH	1	3	3	book
Edgar Schiebel	viaf-220435003	Die Technologiestruktur der Wirtschaft Kärntens : Kurzfassung	1	2	1	book
Edgar Schiebel	viaf-220435003	"Die Bedeutung der Technologie für die Wirtschaft am Beispiel Niederösterreich : Vortrag beim Assistentensymposium an der Wirtschaftsuniversität Wien ""Wirtschaftliches Handeln unter dynamischen Umweltbedingunen"""	1	2	3	book
Edgar Schiebel	viaf-220435003	Betriebsansiedlungskonzept für den Internationalen Wirtschaftspark Gmünd : Kurzfassung	1	1	1	book
Edgar Schiebel	viaf-220435003	F et E - Ansiedlung in Österreich : Beweggründe und Erfahrungen von FetE-Niederlassungen ausländischer Unternehmungen und industrierelevante Forschung an den Universitäten ; Kurzfassung einer Studie im Auftrag der ICD Austria GesmbH	1	1	1	book
Edgar Schiebel	viaf-220435003	Distributed Manufacturing - Eine Technologievorausschau anhand IT-gestützter bibliometrischer Analyse und Szenariotechnik	1	1	1	file
Edgar Schiebel	viaf-220435003	Identifying current and future application areas, existing industrial value chains and missing competences in the EU, in the area of additive manufacturing (3D-printing) final report	1	1	1	book
Edgar Schiebel	viaf-220435003	Proceedings of ISSI 2013 Vienna : 14th International Society of Scientometrics and Informetrics Conference, Vienna, Austria, 15th to 20th July, 2013	1	1	1	serial
Edgar Schiebel	np-edgar%20schiebel	Identification of Emergent Research Issues: the Case of Optoelectronic Devices	1	1	1	book
Valentina Markusova	lccn-no00039921	U.S. Geological Survey collaboration with international authors, 1987-1998	1	2	1	file
Valentina Markusova	np-markusova,%20valentina%20aleksandrovna	Problemy mirovogo okeana : [sbornik]	1	2	1	book
Valentina Markusova	np-markusova,%20valentine%20a	Introduction of the Russian Academy of Sciences & future development of information management in the Russian Academy of Sciences (as an example Far East Branch RAS)	1	1	1	book
Li Tang 唐莉	viaf-95095037	Bibliometric data study assessing the current ranking of the People's Republic of China in a set of research fields ; final report to the delegation of the European Commission	1	1	1	file
Leandro Innocentini Lopes de Faria	viaf-214889461	Delimitação de uma área multidisciplinar para análise bibliométrica de produção científica : o caso da Bioprospecção	1	1	1	book
Leandro Innocentini Lopes de Faria	viaf-214889461	Prospection technologique en matériaux : l'augmentation de l'éfficacité du traitement bibliométrique. Une application dans l'analyse des traitements de surface résistant à l'usure	1	1	1	book
Raf Guns	lccn-no2018095952	Becoming Metric-Wise : a Bibliometric Guide for Researchers	1	193	13	file
Raf Guns	lccn-no2018095952	Missing links predicting interactions based on a multi-relational network structure with applications in informetrics : dissertation	1	1	1	book
Fereshteh Didegah	np-didegah,%20fereshteh	Factors associating with the future citation impact of published articles : a statistical modelling approach	1	1	1	file
Fereshteh Didegah	np-didegah,%20fereshteh	Research productivity and impact of library and information science in WoS	1	1	1	art
Chaoqun Ni	lccn-no2016140601	Are scientometric profiles hereditary? : analyzing scholarly practices of doctoral advisors and advisees in the social sciences	1	9	1	file
Chaoqun Ni	lccn-no2016140601	Venue-author-coupling: A measure for identifying disciplines through author communities	1	1	1	art
Chaoqun Ni	lccn-no2016140601	Mo xing que ren zhi ji shi liu xing = Real-time confetti on model-checking	1	1	1	mix
Ruben Urbizagastegui Alvarado	lccn-no2009050808	De la vida y la muerte en el matadero	1	22	2	book
Ruben Urbizagastegui Alvarado	lccn-no2009050808	La ley de Lotka : aplicación de la distribución Gauss-Poisson inversa generalizada a la productividad de autores	1	15	5	book
Ruben Urbizagastegui Alvarado	lccn-no2009050808	La literatura sobre plantas medicinales del Perú : análisis y bibliografía	1	11	1	book
Ruben Urbizagastegui Alvarado	lccn-no2009050808	"Reseña de ""História da Biblioteconomia brasileira"" de César Augusto Castro"	2	3	3	file
Ruben Urbizagastegui Alvarado	lccn-no2009050808	Las revistas de bibliotecología y ciencias de la información en América Latina	2	3	2	book
Ruben Urbizagastegui Alvarado	lccn-no2009050808	Pierre Bourdieu : a bibliography	1	3	1	book
Ruben Urbizagastegui Alvarado	lccn-no2009050808	Virunhuaira	1	1	1	book
Ruben Urbizagastegui Alvarado	lccn-no2009050808	La literatura sobre plantas usadas como colorantes naturales	1	1	1	book
Ruben Urbizagastegui Alvarado	lccn-no2009050808	A produtividade dos autores sobre a Lei de Lotka	1	1	1	art
Ruben Urbizagastegui Alvarado	lccn-no2009050808	Martina Portocarrero : un acercamiento bibliométrico	1	1	1	book
Ruben Urbizagastegui Alvarado	lccn-no2009050808	El crecimiento de la literatura sobre plantas usadas como colorantes naturales y la productividad de sus autores	1	1	1	art
Ruben Urbizagastegui Alvarado	lccn-no2009050808	La bibliotecologia y la ciencia de la informacion : dos paradigmas	1	1	1	art
Ruben Urbizagastegui Alvarado	lccn-no2009050808	Una revision critica de la Ley de Bradford	1	1	1	art
Ruben Urbizagastegui Alvarado	lccn-no2009050808	La escritura Inca : quipus, yupanas y tocapus	1	1	1	book
Ruben Urbizagastegui Alvarado	lccn-no2009050808	Las formas de capital	1	1	1	book
Ruben Urbizagastegui Alvarado	lccn-no2009050808	A comunidade científica da biblioteconomia e ciência da informação brasileira	1	1	1	book
Ruben Urbizagastegui Alvarado	lccn-no2009050808	A periodicidade como fator de influencia na produtividade de un periodico : una metodologia de devotamento	1	1	1	art
Ruben Urbizagastegui Alvarado	lccn-no2009050808	A lei de lotka : o medelo lagrangiano de poisson aplicado a produtividade de autores	1	1	1	art
Ruben Urbizagastegui Alvarado	lccn-no2009050808	La productividad científica de los autores : aplicaciones bibliométricas de la Ley de Lotka	1	1	1	book
Ruben Urbizagastegui Alvarado	lccn-no2009050808	Aparencia e realidade da frente de pesquisa na bibliometria brasileira : uma discordancia dos postulados de Solla Price	1	1	1	book
Ruben Urbizagastegui Alvarado	np-urbizagastegui%20alvarado,%20r	Perfil do bibliotecario atuando no sistema de informacao tecnica da EMBRAPA	1	1	1	book
Ruben Urbizagastegui Alvarado	np-urbizagastegui%20alvarado,%20r	Ante-projeto de pesquisa avaliacao de colecoes de periodicos no SITCE	1	1	1	book
Ruben Urbizagastegui Alvarado	np-urbizagastegui%20alvarado,%20r	Do mecanismo sociologico a bibliometria	1	1	1	book
Ruben Urbizagastegui Alvarado	np-urbizagastegui%20alvarado,%20r	Publicacoes do Banco de Bibliografias da EMBRAPA	1	1	1	book
Ruben Urbizagastegui Alvarado	np-urbizagastegui%20alvarado,%20r	Lista basica de periodicos e frequencia de uso nas ciencias agricolas	1	1	1	book
Ruben Urbizagastegui Alvarado	np-urbizagastegui%20alvarado,%20r	Experiencias de avaliacao de publicacoes periodicas em ciencias agricolas na America Latina	1	1	1	book
Ruben Urbizagastegui Alvarado	np-urbizagastegui%20alvarado,%20r	Aquisicao de periodicos estrangeiros no sistema de informacao tecnico-cientifico da Empresa Brasileira de Pesquisa Agropecuaria-SITCE	1	1	1	book
Ruben Urbizagastegui Alvarado	np-urbizagastegui%20alvarado,%20r	O rito de passagem na ciencia	1	1	1	book
Ruben Urbizagastegui Alvarado	np-urbizagastegui%20alvarado,%20r	A bibliometria no Brasil	1	1	1	book
Ruben Urbizagastegui Alvarado	np-urbizagastegui%20alvarado,%20r	Sistema de Comutacao Bibliografica da EMBRAPA; desativacao ou fortalecimento?	1	1	1	book
Ruben Urbizagastegui Alvarado	np-urbizagastegui%20alvarado,%20r	Uma falsa concepcao metodologica na elaboracao de nucleos basicos de periodicos o caso da analise de solicitacoes de fotocopias	1	1	1	book
Ruben Urbizagastegui Alvarado	np-urbizagastegui%20alvarado,%20r	Experiencia de evaluacion de publicaciones periodicas en ciencias	1	1	1	art
Ruben Urbizagastegui Alvarado	np-urbizagastegui%20alvarado,%20r	Concentração e dispersão da literatura nos periódicos brasileiros da área de educação	1	1	1	book
Ruben Urbizagastegui Alvarado	np-urbizagastegui%20alvarado,%20r	Evaluacion de revistas metodos y tecnicas	1	1	1	art
Ruben Urbizagastegui Alvarado	np-urbizagastegui%20alvarado,%20r	O problema da selecao de periodicos na evolucao do controle da informacao	1	1	1	book
Ruben Urbizagastegui Alvarado	np-urbizagastegui%20alvarado,%20r	Selecao de periodicos da area de engenharia genetidca vegetal pela analise das solicitacoes de fotocopias do Servico de Comutacao Bibliografoca do SID/CENARGEN	1	1	1	book
Ruben Urbizagastegui Alvarado	np-urbizagastegui%20alvarado,%20r	A questao da avaliacao de colecoes de periodicos no Brasil	1	1	1	book
Ruben Urbizagastegui Alvarado	np-urbizagastegui%20alvarado,%20r	"Analise das fontes de informacao bibliograficas citadas no periodico ""Pesquisa Agropecuaria Brasileira"""	1	1	1	book
Ruben Urbizagastegui Alvarado	np-urbizagastegui%20alvarado,%20r	O campo da ciencia da informacao brasileira	1	1	1	book
Ruben Urbizagastegui Alvarado	viaf-101278645	Caminando y cantando sobre la mansa barriga de una vieja lagartija	1	2	2	book
Ruben Urbizagastegui Alvarado	viaf-101278645	Crescimento da literatura e dos autores sobre a Lei de Lotka	1	1	1	art
Ruben Urbizagastegui Alvarado	viaf-101278645	La literatura sobre plantas medicinales del Perú : análisis y bibliografía	1	1	1	book
Berenika M. Webster	lccn-nb2014011400	Australia and New Zealand	1	1	1	book
Berenika M. Webster	lccn-nb2014011400	Mapping the landscape --2 : UK national biomedical research outputs, 1989-2000	1	1	1	book
Berenika M. Webster	lccn-nb2014011400	Records management today	1	1	1	art
Maja Jokić	lccn-n2007052166	Qualität und Quantität wissenschaftlicher Veröffentlichungen : bibliometrische Aspekte der Wissenschaftskommunikation	1	87	6	book
Maja Jokić	lccn-n2007052166	Bibliometrijski aspekti vrednovanja znanstvenog rada	1	7	2	book
Maja Jokić	lccn-n2007052166	Pregled baza podataka na CD-ROMu u Republici Hrvatskoj	1	4	2	book
Maja Jokić	lccn-n2007052166	Edukacija korisnika i knjižničnoga osoblja : zbornik radova	1	3	1	book
Maja Jokić	lccn-n2007052166	Online baze podataka kao relevantni profesionalni izvori informacija za novinare	1	2	1	art
Maja Jokić	lccn-n2007052166	Karakteristike hrvatske nacionalne i međunarodne znanstvene produkcije u društveno-humanističkim zanostima i umjetničkom području za razdoblje 1999-2005	1	2	1	book
Maja Jokić	lccn-n2007052166	"Študija ""Uporabniki in uporaba"" v Narodni in univerzitetni knjižnici v Zagrebu = Studija ""Korisnici i korištenje"" u Nacionalnoj i sveučilišnoj knjižnici u Zagrebu"	1	2	1	art
Maja Jokić	lccn-n2007052166	Zastupljenost hrvatskih časopisa u svjetskim sekundarnim izvorima (bazama podataka)	1	2	1	art
Maja Jokić	lccn-n2007052166	Partnerstvo između visokoškolskih knjižnica i nastavnog osoblja na sveučilištu = Partnership between academic libraries and university staff	1	2	1	art
Maja Jokić	lccn-n2007052166	Karakteristike hrvatske nacionalne i međunarodne znanstvene produkcije u društveno-humanističkim zanostima i umjetničkom području za razdoblje 1991-2005	1	2	1	book
Maja Jokić	lccn-n2007052166	Zastupljenost suvremene informacijske tehnologije u specijalnim knji[ž!]nicama Republike Hrvatske = Presence of modern information technology in special libraries in Republic of Croatia	1	2	1	art
Maja Jokić	lccn-n2007052166	Ruralna sociologija u spoznavanju i poticanju razvoja poljoprivrede i ruralnog prostora u Sloveniji	1	2	1	file
Maja Jokić	lccn-n2007052166	Značaj LISA-e (Library and Information Science Abstracts) u praćenju literature o specijalnim knjižnicama = Significance of LISA (Library and Information Science Abstracts) for following-up literature on special libraries	1	1	1	art
Maja Jokić	lccn-n2007052166	Službene publikacije i službene informacije u Republici Sloveniji	1	1	1	art
Maja Jokić	lccn-n2007052166	Uloga nacionalne i sveučilišne biblioteke i specijalnih biblioteka republike Hrvatske u korištenju svjetskog znanja	1	1	1	art
Maja Jokić	lccn-n2007052166	Obrazovanje korisnika specijalnih i visokoškolskih knjižnica - stanje u Hrvatskoj = Izobraževanje uporabnikov specialnih in visokošolskih knjižnic - stanje na Hrvaškem	1	1	1	art
