author	author_id	title	lang	holdings	editions	type
Loet Leydesdorff	lccn-n80112847	Evolutionary economics and chaos theory : new directions in technology studies	1	332	21	book
Loet Leydesdorff	lccn-n80112847	Universities and the global knowledge economy : a triple helix of university-industry-government relations	1	304	23	book
Loet Leydesdorff	lccn-n80112847	The challenge of scientometrics : the development, measurement, and self-organization of scientific communications	2	123	23	book
Loet Leydesdorff	lccn-n80112847	The knowledge based economy : modeled, measured, simulated	1	101	12	book
Loet Leydesdorff	lccn-n80112847	A sociological theory of communication : the self-organization of the knowledge-based society	1	78	14	book
Loet Leydesdorff	lccn-n80112847	Débordements : mélanges offerts à Michel Callon	1	65	1	file
Loet Leydesdorff	lccn-n80112847	The Social Direction of the Public Sciences : Causes and Consequences of Co-operation between Scientists and Non-scientific Groups	1	44	2	file
Loet Leydesdorff	lccn-n80112847	Werknemers en het technologisch vernieuwingsbeleid	1	25	6	book
Loet Leydesdorff	lccn-n80112847	Philips en de wetenschap : verslag van een onderzoek naar relaties tussen universitaire en industriële research in de vaste stof-fysica door de projektgroep Wetenschap en Samenleving aan de Centrale Interfaculteit van de Universiteit van Amsterdam	1	23	3	book
Loet Leydesdorff	lccn-n80112847	Measuring the knowledge base of regional innovation systems in Germany in terms of a triple helix dynamics	1	18	6	book
Loet Leydesdorff	lccn-n80112847	The European guide to science, technology, and innovation studies	1	17	8	book
Loet Leydesdorff	lccn-n80112847	Technologie en arbeidsorganisatie : de stand van het Nederlandse onderzoek : resultaten van een inventarisatie	1	11	3	book
Loet Leydesdorff	lccn-n80112847	The Social direction of the public sciences : causes and consequences of co-operation between scientists and non-scientific groups	1	9	1	book
Loet Leydesdorff	lccn-n80112847	Triple helix indicators of knowledge-based innovation systems	1	6	4	book
Loet Leydesdorff	lccn-n80112847	Machteloos of mondig : Teksten over natuurwetenschap	1	5	2	book
Loet Leydesdorff	lccn-n80112847	A triple helix of university-industry-government relations : the future location of research? : book of abstracts	1	5	4	book
Loet Leydesdorff	lccn-n80112847	Proceedings of the Erasmus Workshop on Quantitative Approaches to Science & Technology Studies Amsterdam, 21 - 24 May 1996	2	5	4	book
Loet Leydesdorff	lccn-n80112847	The triple helix : university-industry-government innovation in action	1	4	1	book
Loet Leydesdorff	lccn-n80112847	Wetenschap als produktiefaktor in de verschillende economische theorieën : [syllabus	1	4	1	book
Loet Leydesdorff	lccn-n80112847	Da xue yu quan qiu zhi shi jing ji	1	3	2	book
Loet Leydesdorff	np-lydsdorff,%20loet	Ke xue ji liang xue de tiao zhan	1	2	2	book
Eugene Garfield*	lccn-n79061047	Citation indexing - its theory and application in science, technology, and humanities	2	688	31	book
Eugene Garfield*	lccn-n79061047	Transliterated dictionary of the Russian language : an abridged dictionary consisting of Russian-to-English and English-to-Russian sections	3	669	13	book
Eugene Garfield*	lccn-n79061047	Essays of an information scientist	1	449	3	book
Eugene Garfield*	lccn-n79061047	The web of knowledge : a festschrift in honor of Eugene Garfield	1	280	9	book
Eugene Garfield*	lccn-n79061047	Essays of an information scientist	2	133	31	book
Eugene Garfield*	lccn-n79061047	An algorithm for translating chemical names to molecular formulas	1	113	9	book
Eugene Garfield*	lccn-n79061047	SSCI journal citation reports	1	80	2	serial
Eugene Garfield*	lccn-n79061047	The use of citation data in writing the history of science	1	69	8	book
Eugene Garfield*	lccn-n79061047	Essays of an information scientist	1	61	21	book
Eugene Garfield*	lccn-n79061047	Essays of an information scientist	1	53	5	serial
Eugene Garfield*	lccn-n79061047	Essays of an information scientist	1	52	16	book
Eugene Garfield*	lccn-n79061047	Essays of an information scientist	1	49	19	book
Eugene Garfield*	lccn-n79061047	Genetics citation index; experimental citation indexes to genetics with special emphasis on human genetics	1	49	2	book
Eugene Garfield*	lccn-n79061047	Essays of an information scientist	1	41	20	book
Eugene Garfield*	lccn-n79061047	Essays of an information scientist	1	39	20	book
Eugene Garfield*	lccn-n79061047	Contents in advance	1	35	2	serial
Eugene Garfield*	lccn-n79061047	Ghostwriting and other essays	1	29	3	book
Eugene Garfield*	lccn-n79061047	The awards of science and other essays	1	28	2	book
Eugene Garfield*	lccn-n79061047	Towards scientography	1	26	2	book
Eugene Garfield*	lccn-n79061047	Peer review, refereeing, fraud, and other essays	1	24	4	book
Eugene Garfield*	np-garfield,%20eugen	HistCiteTM : a software tool for informetric analysis of citation linkage	1	0	1	art
Mike Thelwall	lccn-no2005014137	Introduction to webometrics : quantitative web research for the social sciences	1	331	19	file
Mike Thelwall	lccn-no2005014137	Link analysis : an information science approach	1	249	20	book
Mike Thelwall	lccn-no2005014137	Big Data and Innovation in Tourism, Travel, and Hospitality : Managerial Approaches, Techniques, and Applications	2	170	8	file
Mike Thelwall	lccn-no2005014137	Web indicators for research evaluation : a practical guide	2	131	14	file
Mike Thelwall	lccn-no2005014137	What is web link mining?	1	107	6	visu
Mike Thelwall	lccn-no2005014137	Yelverton Marriage Case : Thelwall V. Yelverton, Comprising an Authentic and Unabridged Acount of the Most Extraordinary Trial of Modern Times, with All Its Revelation, Incidents, and Details Specially Reported	1	48	1	file
Mike Thelwall	lccn-no2005014137	Report of the Trial in the Case of Thelwall v. Yelverton, before the Chief Justice and a Special Jury, on 21st February, 1861	1	44	1	file
Mike Thelwall	lccn-no2005014137	Developing software to download & analyze YouTube data	1	24	1	visu
Mike Thelwall	lccn-no2005014137	What is web link mining?	1	13	3	file
Mike Thelwall	lccn-no2005014137	Bimodule theory in the study of non-self-adjoint operator algebras	1	4	3	book
Mike Thelwall	lccn-no2005014137	The life of John Thelwall	1	3	3	book
Mike Thelwall	lccn-no2005014137	Zdi se mi, da resnično pomembne spremembe prihajajo vsak mesec : Dr. Mike Thelwall o webometriji in razvoju svetovnega spleta	1	2	1	art
Mike Thelwall	lccn-no2005014137	Lian jie fen xi : Xin xi ke xue de yan jiu fang fa = Link analysis	1	1	1	book
Mike Thelwall	lccn-no2005014137	Gender bias in machine learning for sentiment analysis	1	1	1	file
Mike Thelwall	lccn-no2005014137	Developing Software to Download & Analyze Youtube Data	1	1	1	book
Mike Thelwall	lccn-no2005014137	Internet Jokes: The Secret Agents of Globalization?1	1	1	1	file
Mike Thelwall	lccn-no2005014137	Grundlagen und Forschungsfelder der Webometrie	1	1	1	art
Mike Thelwall	lccn-no2005014137	The city of refuge : a dialogue between a learned rabbi and a sick penitent	1	1	1	book
Mike Thelwall	lccn-no2005014137	The Yelverton marriage case. Thelwall v. Yelverton, comprising an authentic and unabridged account of the most extraordinary trial of modern times, with all its revelations, incidents and details specially reported. Illustrated with portraits, views of localities	1	1	1	book
Mike Thelwall	lccn-no2005014137	Graph-based approaches for semi-supervised and cross-domain sentiment analysis	1	1	1	file
Mike Thelwall	np-thelwal,%20mike	Factors associating with the future citation impact of published articles : a statistical modelling approach	1	1	1	file
Derek J. de Solla Price	lccn-n50027474	Science since Babylon	1	1515	54	book
Derek J. de Solla Price	lccn-n50027474	Little science, big science	7	896	28	book
Derek J. de Solla Price	lccn-n50027474	Frontiers of science : on the brink of tomorrow	1	894	5	book
Derek J. de Solla Price	lccn-n50027474	Science, technology, and society : a cross-disciplinary perspective	1	870	19	book
Derek J. de Solla Price	lccn-n50027474	Gears from the Greeks : the Antikythera mechanism, a calendar computer from ca. 80 B.C.	2	579	25	book
Derek J. de Solla Price	lccn-n50027474	Little science, big science-- and beyond	2	523	13	book
Derek J. de Solla Price	lccn-n50027474	The equatorie of the planetis	2	424	22	book
Derek J. de Solla Price	lccn-n50027474	Heavenly clockwork; the great astronomical clocks of medieval China	1	282	18	book
Derek J. de Solla Price	lccn-n50027474	On the origin of clockwork, perpetual motion devices, and the compass	1	133	8	book
Derek J. de Solla Price	lccn-n50027474	Little Science, big Science : von der Studierstube zur Grossforschung	1	67	1	book
Derek J. de Solla Price	lccn-n50027474	An old palmistry, being the earliest known book of palmistry in English. Edited from the Bodleian ms Digby roll IV	1	40	5	book
Derek J. de Solla Price	lccn-n50027474	Hacia una ciencia de la ciencia	1	36	5	book
Derek J. de Solla Price	lccn-n50027474	Little science - big science : von der Studierstube zur Grossforschung	4	22	15	book
Derek J. de Solla Price	lccn-n50027474	Measuring the size of science	2	20	7	book
Derek J. de Solla Price	lccn-n50027474	The equatorie of the planetis : ed. from Peterhouse Ms. 75. I	2	18	8	book
Derek J. de Solla Price	lccn-n50027474	An international checklist of astrolabes	2	16	10	book
Derek J. de Solla Price	lccn-n50027474	Little Science, Big Science. [Based on the George B. Pegram lectures for 1962. On the sociology of science.]	2	15	11	book
Derek J. de Solla Price	lccn-n50027474	Chinese astronomical clockwork	1	13	5	book
Derek J. de Solla Price	lccn-n50027474	Computerized checklist of astrolabes	1	12	4	book
Derek J. de Solla Price	lccn-n50027474	Science et suprascience	1	12	3	book
Derek J. de Solla Price	nc-price%20derek%20j%20de%20solla	Science since Babylon	1	1	1	book
Derek J. de Solla Price	viaf-4673149198372574940006	Science since Babylon	1	8	2	book
Derek J. de Solla Price	viaf-4673149198372574940006	Science since Babylon	1	6	1	book
Derek J. de Solla Price	viaf-4673149198372574940006	Automata in history	1	6	2	book
Derek J. de Solla Price	viaf-4673149198372574940006	Little science, big science-- and beyond	1	2	1	book
Derek J. de Solla Price	viaf-4673149198372574940006	Science since Babylon	1	2	1	book
Derek J. de Solla Price	viaf-4673149198372574940006	Computerized checklist of astrolabes	1	1	1	book
Derek J. de Solla Price	viaf-4673149198372574940006	Iittle science, big science	1	0	1	book
Francis Narin	lccn-n82209533	Analysis of research publications supported by NIH and NCI	1	102	4	book
Francis Narin	lccn-n82209533	An Analysis of research publications supported by NIH, 1973-76 and 1977-80 : National Institutes of Health and NIH intramural program	1	96	6	book
Francis Narin	lccn-n82209533	Post Apollo space exploration : proceedings of the eleventh annual meeting of the American Astronautical Society, May 3-6,1965, Chicago, Illinois	1	66	8	book
Francis Narin	lccn-n82209533	Evaluative bibliometrics : the use of publication and citation analysis in the evaluation of scientific activity	1	50	20	book
Francis Narin	lccn-n82209533	Chemical energy release in a nuclear reactor excursion	1	21	2	file
Francis Narin	lccn-n82209533	Identifying areas of strength and excellence in U.K. technology	1	14	5	book
Francis Narin	lccn-n82209533	Computer data processing system : project ROVER	1	11	2	file
Francis Narin	lccn-n82209533	The quest for knowledge, contributions of U.S. pharmaceutical industry scientists	1	5	1	book
Francis Narin	lccn-n82209533	Analysis of research journals and related research structure in education : final report	1	5	3	book
Francis Narin	lccn-n82209533	Post Apollo space exploration 3 - 6 May 1965, Chicago, Ill	1	4	2	book
Francis Narin	lccn-n82209533	Identifying areas of leading edge Japanese science and technology : final report to International Studies Group, Special Studies and Analysis Section, Division of Science Resources Studies, National Science Foundation, Washington, D.C.	1	4	2	book
Francis Narin	lccn-n82209533	Citation frequency and the value of patented innovation	1	3	2	book
Francis Narin	lccn-n82209533	Analysis of Research Journals, and Related Research Structure, in Special Education. Final Report	1	2	1	book
Francis Narin	lccn-n82209533	Identifying areas of leading edge Japanese science and technology : activity analysis using SIC categories and scientific subfields	1	2	1	book
Francis Narin	lccn-n82209533	NIH Program Evaluation Report : Analysis of Research Publications Supported by NIH and NIDR	1	2	2	book
Francis Narin	lccn-n82209533	Technology indicators in strategic planning	1	2	1	book
Francis Narin	lccn-n82209533	Post Apollo space exploration : proceedings of the eleventh annual meeting of the American Astronautical Society, May 3-6, 1965, Chicago, Illinois	1	2	1	art
Francis Narin	lccn-n82209533	Post Apollo space explorations : proceedings of the 11. Annual Meeting of the American Astronautical Society 1965	1	2	1	book
Francis Narin	lccn-n82209533	Post Apollo space explorations : proceedings of the 11. Annual Meeting of the American Astronautical Society 1965	1	2	1	book
Francis Narin	lccn-n82209533	Eleven year trends in publication rates for U.S. academic institutions final report	1	2	2	book
Francis Narin	np-narrin,%20francis	Evaluative bibliometrics : the use of publication and citation analysis in the evaluation of scientific activity : prepared by Francis Narin	1	1	1	book
Wolfgang Glänzel	lccn-n85060118	Handbook of quantitative science and technology research : the use of publication and patent statistics in studies of S & T systems	3	821	27	file
Wolfgang Glänzel	lccn-n85060118	Scientometric indicators : a 32 country comparative evaluation of publishing performance and citation impact	1	158	12	book
Wolfgang Glänzel	lccn-n85060118	Handbook of Quantitative Science and Technology Research : the Use of Publication and Patent Statistics in Studies of S & T Systems	1	22	3	file
Wolfgang Glänzel	lccn-n85060118	"Proceedings of the European Workshop on ""Scientometric Methods of Research Evaluation in the Sciences, Social Sciences and Technology"" : April 13-17, 1991, Potsdam (Germany)"	1	8	4	book
Wolfgang Glänzel	lccn-n85060118	Országok, szakterületek, folyóiratok tudománymetriai mutatószámai, 1981-1985	1	8	3	book
Wolfgang Glänzel	lccn-n85060118	Tudománymetriai mutatószámok : 32 ország természettudományos alapkutatásának összehasonlító elemzéséhez	1	7	4	book
Wolfgang Glänzel	lccn-n85060118	An empirical assessment of co-activity among German professors	1	6	1	book
Wolfgang Glänzel	lccn-n85060118	Heterogeneity of patenting activity and its implications for scientific research	1	6	1	book
Wolfgang Glänzel	lccn-n85060118	On a stochastic approach to citation analyses : a bibliometric methodology with applications to research evaluation	1	6	1	book
Wolfgang Glänzel	lccn-n85060118	Selected papers presented at the 11th International Conference on Scientometrics and Informetrics : Madrid (Spain), 25-27 June 2007	2	5	3	book
Wolfgang Glänzel	lccn-n85060118	Kis tudománymetria, nagy tudománymetria ... és azon túl	1	4	3	book
Wolfgang Glänzel	lccn-n85060118	World flash on basic research : scientometric datafiles : a comprehensive set of indicators on 2649 journals and 96 countries in all major science fields and subfields 1981-1985	1	4	3	book
Wolfgang Glänzel	lccn-n85060118	Heterogeneity of patenting activity and its implications for scientific research	1	4	1	file
Wolfgang Glänzel	lccn-n85060118	An empirical assessment of co-activity among German professors	1	4	1	file
Wolfgang Glänzel	lccn-n85060118	Proceedings of the Sixth Conference of the International Society for Scientometrics and Informetrics : Jerusalem (Israel) June 16-19, 1997	1	3	3	book
Wolfgang Glänzel	lccn-n85060118	"Proceedings of the Workshop on ""Bibliometric Standards"" : Rosary College, River Forest, Illinois (USA), sunday, June 11, 1995 ; organized by the Research Association for Science Communication and Information e.V. (RASCI) as a satellite event to the Fifth International Conference on Scientometrics and Informetrics"	1	3	1	book
Wolfgang Glänzel	lccn-n85060118	Journal impact measures: their role in research policy and scientific information management : selected papers of the Special Day Session at the 8th International Conference on Scientometrics and Informetrics, held in Sydney (Australia) on 17 July, 2001	1	2	2	book
Wolfgang Glänzel	lccn-n85060118	<An#x9C; empirical assessment of co-activity among german professors	1	2	1	book
Wolfgang Glänzel	lccn-n85060118	Using a bibliometric approach to support research policy decisions : the case of the Flemish BOF-key	1	2	1	book
Wolfgang Glänzel	lccn-n85060118	The Diffusion of Information Technology and the Increased Propensity of Teams to Transcend Institutional and National Borders	2	2	2	file
Wolfgang Glänzel	np-glnzel,%20wolfgang	Handbook of Quantitative Science and Technology Re	1	0	1	book
Ronald Rousseau	lccn-n82249792	Measuring scholarly impact : methods and practice	1	427	14	file
Ronald Rousseau	lccn-n82249792	Elementary statistics for effective library and information service management	2	291	17	file
Ronald Rousseau	lccn-n82249792	Becoming Metric-Wise : a Bibliometric Guide for Researchers	1	204	14	file
Ronald Rousseau	lccn-n82249792	Introduction to informetrics : quantitative methods in library, documentation, and information science	1	196	15	book
Ronald Rousseau	lccn-n82249792	Informetrics 87/88 : select proceedings of the First International Conference on Bibliometrics and Theoretical Aspects of Information Retrieval, Diepenbeek, Belgium, 25-28 August 1987	1	98	10	book
Ronald Rousseau	lccn-n82249792	Informetrics 89/90 : selection of papers submitted for the second International Conference on Bibliometrics, Scientometrics, and Informetrics, London, Ontario, Canada, 5-7 July 1989	1	96	14	book
Ronald Rousseau	lccn-n82249792	Extended covariant products	1	26	3	book
Ronald Rousseau	lccn-n82249792	Concentration and diversity in informetric research	2	15	8	book
Ronald Rousseau	lccn-n82249792	A scientometric study of the scientific publications of LUC (Limburgs Universitair Centrum) : period 1984-1996	2	7	6	book
Ronald Rousseau	lccn-n82249792	Extended covariant products	2	5	3	book
Ronald Rousseau	lccn-n82249792	Elementary Statistics for Effective Library and Information	1	5	1	file
Ronald Rousseau	lccn-n82249792	Qing bao ji liang xue yin lun	1	3	2	book
Ronald Rousseau	lccn-n82249792	Princípios elementares dos processos químicos (3a. ed.)	1	2	1	file
Ronald Rousseau	lccn-n82249792	Indicadores bibliométricos e econométricos para a avaliação de instituições científicas	1	2	2	file
Ronald Rousseau	lccn-n82249792	Elementary statistics for effective library and information science management	1	2	1	book
Ronald Rousseau	lccn-n82249792	Informetrics 89/90 : selection of papers submitted for the Second International Conference on Bibliometrics, Scientometrics and Informetrics, London, Ontario, Canada, 5-7 July 1989	1	1	1	score
Ronald Rousseau	lccn-n82249792	Journal evaluation: technical and practical issues	1	1	1	art
Ronald Rousseau	lccn-n82249792	L'Année bac ... 1973	1	1	1	book
Ronald Rousseau	lccn-n82249792	Het gebruik van de theorie der vage verzamelingen bij geautomatiseerde gegevensopzoekingen	1	1	1	book
Ronald Rousseau	lccn-n82249792	A note on the interpolated or real-valued h-index with a generalization for fractional counting	1	1	1	file
Chaomei Chen	lccn-n99000889	Visualizing the semantic Web : XML-based Internet and information visualization	1	948	36	file
Chaomei Chen	lccn-n99000889	Mapping scientific frontiers : the quest for knowledge visualization	1	819	29	file
Chaomei Chen	lccn-n99000889	Visualizing information using SVG and X3D : XML-based technologies for the XML-based Web	2	796	22	file
Chaomei Chen	lccn-n99000889	Information visualization : beyond the horizon	1	771	37	file
Chaomei Chen	lccn-n99000889	CiteSpace : a practical guide for mapping scientific literature	1	575	9	file
Chaomei Chen	lccn-n99000889	Visual interfaces to digital libraries	1	467	18	book
Chaomei Chen	lccn-n99000889	Turning points : the nature of creativity	1	461	15	file
Chaomei Chen	lccn-n99000889	Information visualisation and virtual environments	1	310	13	book
Chaomei Chen	lccn-n99000889	The fitness of information : quantitative assessments of critical evidence	1	283	7	file
Chaomei Chen	lccn-n99000889	Representing scientific knowledge : the role of uncertainty	1	254	12	file
Chaomei Chen	lccn-n99000889	Visualization and data analysis 2013 : 4-6 February, Burlingame, California, United States	1	80	5	file
Chaomei Chen	lccn-n99000889	Visualization and data analysis 2014 : 3-5 February 2014, San Francisco, California, United States	1	65	3	file
Chaomei Chen	lccn-n99000889	Effects of spatial-semantic interfaces in visual information retrieval : three experimental studies	1	15	4	book
Chaomei Chen	lccn-n99000889	Dynamics of writing with collaborative hypertext : analysis and modelling	1	4	3	book
Chaomei Chen	lccn-n99000889	CiteSpace:ke ji wen ben wa jue ji ke shi hua = CiteSpace: text mining and visualization in scientific literature	1	4	2	book
Chaomei Chen	lccn-n99000889	Zhuan zhe dian : chuang zao xing de ben zhi	1	3	1	book
Chaomei Chen	lccn-n99000889	Zhuan zhe dian : Chuang zao xing de ben zhi = Turning points : the nature of creativity	1	3	1	book
Chaomei Chen	lccn-n99000889	Mo la ke tai feng nong ye ying bian chu zhi shi lu	1	3	2	book
Chaomei Chen	lccn-n99000889	Special topic issue: individual differences in virtual environments	1	1	1	book
Chaomei Chen	lccn-n99000889	Mapping the universe : space, time, discovery	1	1	1	map
Anthony (Ton) F.J. van Raan	lccn-n88022035	Handbook of quantitative studies of science and technology	1	233	14	book
Anthony (Ton) F.J. van Raan	lccn-n88022035	Science and technology indicators : their use in science policy and their role in science studies : select proceedings of the First International Workshop on Science and Technology Indicators, Leiden, the Netherlands, 14-16 November 1988	1	33	4	book
Anthony (Ton) F.J. van Raan	lccn-n88022035	Kwaliteit in de wetenschap : een meetbaar begrip?	1	19	3	book
Anthony (Ton) F.J. van Raan	lccn-n88022035	Science and technology indicators : their use in science policy and their role in science studies	1	15	5	book
Anthony (Ton) F.J. van Raan	lccn-n88022035	Excitation processes in helium : electron-impact excitation and collisional transfer of excitation energy	2	13	3	book
Anthony (Ton) F.J. van Raan	lccn-n88022035	Nederland in de moderne technologie: een positiebepaling op basis van octrooien	1	13	1	book
Anthony (Ton) F.J. van Raan	lccn-n88022035	Mapping of technology : a first exploration of knowledge diffusion amongst fields of technology	1	11	4	book
Anthony (Ton) F.J. van Raan	lccn-n88022035	Tracing technological developments : an exercise in bibliometric cartography and patent citation analysis	1	9	1	book
Anthony (Ton) F.J. van Raan	lccn-n88022035	Mapping the scientific performance of German medical research : an international comparative bibliometric study	1	8	1	book
Anthony (Ton) F.J. van Raan	lccn-n88022035	Het meten van ons weten : over de kwantitatieve bestudering van wetenschap en technologie	1	8	1	book
Anthony (Ton) F.J. van Raan	lccn-n88022035	Aspecten van kennisoverdracht in de landbouw in Nederland : een geïntegreerde samenvatting	1	7	1	book
Anthony (Ton) F.J. van Raan	lccn-n88022035	The Netherlands in modern technology: a patent-based assessment	1	7	5	book
Anthony (Ton) F.J. van Raan	lccn-n88022035	On the measurement of research performance : the use of bibliometric indicators	1	7	3	book
Anthony (Ton) F.J. van Raan	lccn-n88022035	Science and technology in a policy context : select proceedings of the Joint EC-Leiden conference on science & technology indicators, Leiden, the Netherlands, 23-25 October 1991	1	5	4	book
Anthony (Ton) F.J. van Raan	lccn-n88022035	Quasi-correspondence analysis on scientometric transaction matrices	1	2	2	book
Anthony (Ton) F.J. van Raan	lccn-n88022035	Bibliometrische methoden bij evaluatie en observatie van wetenschappelijke ontwikkelingen	1	2	1	book
Anthony (Ton) F.J. van Raan	lccn-n88022035	Residual analysis of the quasi-symmetry model : applications in the citation-based assessment of journal influences	1	1	1	book
Anthony (Ton) F.J. van Raan	lccn-n88022035	Special topic issue: Science and technology indicators	1	1	1	book
Anthony (Ton) F.J. van Raan	lccn-n88022035	Special issue to celebrate the work of Anthony van Raan	1	1	1	art
Anthony (Ton) F.J. van Raan	lccn-n88022035	Albert Einstein en Willem de Sitter : Leidse laureaten	1	1	1	art
Anthony (Ton) F.J. van Raan	viaf-205952365	R&D evaluation at the begenning of the new century	1	1	1	art
Anthony (Ton) F.J. van Raan	np-raan,%20anthony%20f%20j%20van	Mapping the scientific performance of German medical research : an international comparative bibliometric study ; with 4 tables	1	26	1	book
Anthony (Ton) F.J. van Raan	np-raan,%20anthony%20f%20j%20van	Assessment of social sciences : the use of advanced bibliometric methods as a necessary complement of peer rewiew	1	1	1	art
Anthony (Ton) F.J. van Raan	np-raan,%20anthony%20f%20j%20van	Proceedings of the fourth international conference on science and technology indicators : performance at the national, regional and institutional level	1	1	1	book
Anthony (Ton) F.J. van Raan	np-raan,%20anthony%20f%20j%20van	Science and technology indicators : their use in science policy and their role in science studies ; Selected proceedings of the first Internat. Workshop on Science and Technology Indicators, Leiden, the Netherlands, 14. - 16. Nov., 1988	1	1	1	book
Anthony (Ton) F.J. van Raan	np-raan,%20anthony%20f%20j%20van	Research evaluation	1	1	1	book
Anthony (Ton) F.J. van Raan	np-raan,%20van%20a%20f%20j	Bibliometric study of Eindhoven University of Technology and its international benchmarks 1990-1998	1	1	1	book
Ben R Martin	lccn-n84159925	Creative knowledge environments : the influences on creativity in research and innovation	1	739	12	file
Ben R Martin	lccn-n84159925	Innovation studies : evolution and future challenges	1	676	15	file
Ben R Martin	lccn-n84159925	Foresight in science : picking the winners	2	363	13	book
Ben R Martin	lccn-n84159925	Investing in the future : an international comparison of government funding of academic and related research	1	257	23	book
Ben R Martin	lccn-n84159925	Research foresight : priority-setting in science	2	250	12	book
Ben R Martin	lccn-n84159925	The triple challenge for Europe : economic development, climate change, and governance	1	196	11	file
Ben R Martin	lccn-n84159925	The political economy of science, technology, and innovation	1	172	14	book
Ben R Martin	lccn-n84159925	Creativity and leadership in science, technology, and innovation	1	153	8	book
Ben R Martin	lccn-n84159925	Science indicators for research policy : a bibliometric analysis of ocean currents and protein crystallography : based on a report to the Advisory Board for the Research Councils	1	27	6	book
Ben R Martin	lccn-n84159925	An international comparison of government funding of academic and academically related research	1	26	6	book
Ben R Martin	lccn-n84159925	Caution and gradualism in monetary policy under uncertainty	1	23	2	book
Ben R Martin	lccn-n84159925	The relationship between publicly funded basic research and economic performance : a SPRU review	1	22	7	book
Ben R Martin	lccn-n84159925	Technology foresight 6 : a review of recent overseas programmes	1	13	2	book
Ben R Martin	lccn-n84159925	The evolution of science policy and innovation studies	1	7	3	book
Ben R Martin	lccn-n84159925	Research foresight : creating the future	1	7	2	book
Ben R Martin	lccn-n84159925	Twenty challenges for innovation studies	1	7	3	book
Ben R Martin	lccn-n84159925	Equipping science for the 21st century : proceedings of the International Workshop on Equipping Science for the 21st Century, Amsterdam, April 7-9, 1992	1	7	2	book
Ben R Martin	lccn-n84159925	Science and technology studies : exploring the knowledge base	1	6	2	book
Ben R Martin	lccn-n84159925	Forsight in science. picking the winners	1	4	1	book
Ben R Martin	lccn-n84159925	What's happening to our universities?	1	4	2	book
András Schubert	lccn-n85060117	Scientometric indicators : a 32 country comparative evaluation of publishing performance and citation impact	1	150	11	book
András Schubert	lccn-n85060117	Literature of analytical chemistry : a scientometric evaluation	2	138	10	book
András Schubert	lccn-n85060117	A Tudományos publikációs tevékenység mutatószámai az MTA természettudományi, műszaki, orvostudományi és agrártudományi kutatóhelyein 1976-1980	2	9	6	book
András Schubert	lccn-n85060117	A magyar természettudományi alapkutatás publikációs és idézettségi adatai, 1981-1987	1	8	6	book
András Schubert	lccn-n85060117	Országok, szakterületek, folyóiratok tudománymetriai mutatószámai, 1981-1985	1	8	3	book
András Schubert	lccn-n85060117	Szakértői bírálat (peer review) a tudományos kutatásban : válogatott tanulmányok a téma szakirodalmából	1	7	4	book
András Schubert	lccn-n85060117	Tudománymetriai mutatószámok : 32 ország természettudományos alapkutatásának összehasonlító elemzéséhez	1	7	4	book
András Schubert	lccn-n85060117	"The literature aftermath of the Brundtland Report ""Our Common Future"" : a bibliography based on citations in science and social science journals"	1	4	2	book
András Schubert	lccn-n85060117	Kis tudománymetria, nagy tudománymetria ... és azon túl	1	4	3	book
András Schubert	lccn-n85060117	Homogén reakciók kinetikája	1	3	2	book
András Schubert	lccn-n85060117	Kémiai egyensúlyra vezető monomolekuláris reakciórendszerek kinetikájának termodinamikai analizise	1	3	1	book
András Schubert	lccn-n85060117	Analyse der Publikationstätigkeit auf dem Gebiet der Biotechnologie : ein 30-Länder-Vergleich, 1981 bis 1985	1	1	1	book
András Schubert	lccn-n85060117	The multidimensional world of Tibor Braun a multidisciplinary encomium for his 75th birthday	1	1	1	file
András Schubert	lccn-n85060117	Quien posee la ciencia	1	1	1	art
András Schubert	lccn-n85060117	Apriori vs. a posteriori normalisation of citation indicators : the case of journal ranking	1	1	1	file
András Schubert	lccn-n85060117	Kémiai egyensúlyra vezetö monomolekuláris reakciórendszerek kinetikájának termodinamikai analizise [mit Russ. Nebent.] ; [russ. u. engl. Summ.] = Thermodynamic analysis a of the kinetics of reversible monomolecular reaction systems	1	1	1	book
András Schubert	lccn-n85060117	Publikationstätigkeit von 33 [dreiunddreißig] Ländern auf dem Gebiet der Festkörperphysik	1	1	1	book
András Schubert	lccn-n85060117	Tudománymetrikai mutatószámok : 32 ország természettudományos alapkutatásának összehasonlító elemzéséhez	1	1	1	book
András Schubert	lccn-n85060117	Fummelflausch-Jacke und ihre Freunde ein Märchenroman für Kinder und Erwachsene, die im Herzen Kinder geblieben sind	1	1	1	book
András Schubert	lccn-n85060117	A Magyar természettudományi alapkutatás publikációs és idézettségi adatai : 1981-1987	1	0	1	book
Peter Ingwersen	np-ingwersen,%20peter	Methodisches Handbuch für Heimatforschung : aufgezeichnet am Beispiel Schleswig-Holstein	1	30	2	book
Peter Ingwersen	np-ingwersen,%20peter	Wie verfasse ich die Geschichte meiner Heimat? : eine Anleitung, besonders für Lehrer	2	17	2	book
Peter Ingwersen	np-ingwersen,%20peter	Der große Riß : ein Abstimmungsroman aus der Nordmark	1	13	3	book
Peter Ingwersen	np-ingwersen,%20peter	Proceedings of ISSI 2005 : 10th international conference of the International Society for Scientometrics and informetrics, Stockholm, Sweden, July 24-28, 2005	1	11	6	book
